address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,listed_in(type),listed_in(city),rate_cat,avg_cost_log
2247,5697,1,0,3.6,51.0,6,78,266,1823,2,4,2,3.5263605246161616
2260,5240,1,0,3.5,23.0,76,78,266,1269,2,4,1,2.995732273553991
5612,274,1,0,3.9,370.0,6,27,1255,480,2,4,2,4.04305126783455
9382,1802,1,1,4.0,451.5,56,27,2836,1898,2,4,2,4.23410650459726
35,4727,1,1,3.6,25.0,22,27,266,1865,2,4,2,4.02535169073515
11485,2535,1,0,3.6,42.0,56,92,4943,1898,2,4,2,3.7612001156935624
364,4655,1,0,3.8,27.0,76,78,266,1633,2,4,2,3.7612001156935624
10000,3865,1,0,3.1,281.0,22,78,1147,2123,2,4,1,3.9318256327243257
8734,4049,1,0,3.6,18.0,6,16,266,1205,2,4,2,3.9318256327243257
7152,7941,1,0,4.3,49.0,6,78,952,1608,2,4,2,3.6109179126442243
2051,2070,1,0,3.6,6.0,76,92,266,1885,2,4,2,4.204692619390966
10173,5837,1,0,4.1,65.0,6,92,2456,2628,2,4,2,2.772588722239781
2897,2599,1,1,4.4,451.5,56,28,798,2116,2,4,2,2.302585092994046
7320,2302,1,0,3.6,260.0,6,78,3823,2330,2,4,2,4.204692619390966
3472,4598,1,0,3.9,39.0,22,14,266,343,2,4,2,3.7612001156935624
9025,6654,1,0,4.0,60.0,6,14,2998,356,2,4,2,4.110873864173311
10185,8327,1,0,3.6,14.0,76,92,266,2561,2,4,2,3.7612001156935624
6153,3973,1,0,3.1,85.0,76,27,266,1702,2,4,1,3.9318256327243257
7302,3620,1,0,3.9,231.0,76,39,790,2041,2,4,2,4.02535169073515
5906,6024,1,0,3.4,7.0,6,78,266,1753,2,4,1,3.7612001156935624
3655,1212,1,1,4.2,451.5,22,27,4784,1579,2,4,2,2.639057329615259
6715,527,1,0,3.6,16.0,76,78,266,1922,2,4,2,4.02535169073515
10667,4662,1,0,3.8,112.0,6,78,266,93,2,4,2,4.1588830833596715
1793,2964,1,0,3.9,451.5,22,27,236,1530,2,4,2,0.0
7064,1975,1,0,3.0,237.0,27,39,3963,2314,2,4,1,4.02535169073515
10389,5721,1,0,4.2,45.0,56,78,16,1823,2,4,2,3.6109179126442243
6161,604,1,0,3.9,48.0,6,78,266,2561,2,4,2,3.7612001156935624
6532,8722,1,0,3.0,111.0,6,78,4297,2375,2,4,1,3.9318256327243257
3576,860,1,0,3.9,396.0,22,27,1937,981,2,4,2,4.219507705176107
1682,135,1,0,3.6,20.0,76,78,266,483,2,4,2,3.7612001156935624
7657,4474,1,0,3.7,160.0,76,27,161,1619,2,4,2,4.02535169073515
6452,6167,1,0,3.4,9.0,76,78,266,1305,2,4,1,3.9318256327243257
4914,7571,1,0,3.5,18.0,76,59,266,2712,2,4,1,3.7612001156935624
9314,1130,1,0,4.3,451.5,6,27,755,1765,2,4,2,2.639057329615259
11037,1000,1,0,3.7,73.0,6,78,266,1928,2,4,2,3.8066624897703196
2532,244,1,1,3.9,42.0,76,78,4941,523,2,4,2,4.02535169073515
7302,8702,1,0,3.5,16.0,76,39,266,1823,2,4,1,4.02535169073515
1065,2611,1,0,3.4,262.0,76,27,1939,1619,2,4,1,3.9512437185814275
6674,5153,1,1,4.1,451.5,22,28,3679,1551,2,4,2,1.3862943611198906
6679,8372,1,0,3.9,112.0,22,78,725,557,2,4,2,4.110873864173311
2411,7900,1,1,4.0,451.5,22,19,143,742,2,4,2,4.1588830833596715
1931,1881,1,0,3.9,41.0,76,40,266,1498,2,4,2,3.9512437185814275
11050,4018,1,0,3.7,73.0,56,78,266,55,2,4,2,3.7612001156935624
7302,7693,1,0,3.3,7.0,76,39,266,2559,2,4,1,4.02535169073515
5833,6857,1,0,3.2,10.0,6,78,266,1823,2,4,1,4.204692619390966
11200,6900,1,0,3.3,6.0,56,39,266,343,2,4,1,3.7612001156935624
6712,7991,1,0,3.7,29.0,76,14,266,356,2,4,2,3.9318256327243257
10675,1432,1,0,2.9,24.0,56,0,266,271,2,4,1,3.9318256327243257
3181,8571,1,0,2.4,438.0,22,27,1198,816,2,4,1,0.0
9156,5995,1,0,3.8,30.0,76,78,266,1918,2,4,2,3.7612001156935624
10705,5837,1,0,3.7,73.0,76,78,266,1256,2,4,2,2.772588722239781
3175,4083,1,0,3.6,32.0,56,27,266,1979,2,4,2,3.9512437185814275
3489,3767,1,0,3.8,210.0,22,78,4539,1602,2,4,2,3.5263605246161616
7302,8640,1,0,3.5,17.0,76,39,266,1150,2,4,1,4.110873864173311
6513,6859,1,0,3.6,44.0,76,19,3842,685,2,4,2,4.110873864173311
1781,7965,1,0,3.7,33.0,22,92,2672,397,2,4,2,3.9318256327243257
8420,7564,1,0,3.7,73.0,6,39,266,2163,2,4,2,4.04305126783455
6731,5042,1,0,3.4,20.0,76,39,266,1823,2,4,1,3.8066624897703196
3269,5964,1,1,4.1,451.5,6,28,3495,1823,2,4,2,1.0986122886681096
2015,7319,1,0,4.3,451.5,76,43,499,1497,2,4,2,4.02535169073515
3086,8418,1,1,4.1,451.5,76,27,1175,89,2,4,2,4.23410650459726
10451,397,1,0,3.0,4.0,56,78,266,2316,2,4,1,3.7612001156935624
2405,6256,1,0,3.7,73.0,6,92,266,2117,2,4,2,3.5263605246161616
7322,7664,1,0,3.7,73.0,22,78,266,2464,2,4,2,4.02535169073515
6434,177,1,0,3.8,34.0,56,78,3593,1823,2,4,2,2.995732273553991
9797,4294,1,0,2.9,163.0,6,87,3580,2296,2,4,1,3.6109179126442243
9173,5534,1,0,3.7,73.0,6,39,266,15,2,4,2,3.5263605246161616
1014,4425,1,1,4.3,451.5,76,27,3680,1562,2,4,2,2.302585092994046
3473,6319,1,0,4.0,65.0,22,88,3462,1760,2,4,2,3.5263605246161616
1926,6764,1,0,4.2,166.0,6,78,4972,1898,2,4,2,3.9512437185814275
4361,4949,1,1,4.0,451.5,22,27,773,2148,2,4,2,0.0
2226,6804,1,0,3.0,139.0,56,27,4165,2225,2,4,1,3.9512437185814275
10926,464,1,0,3.2,5.0,76,78,266,55,2,4,1,3.6109179126442243
9061,508,1,0,3.5,11.0,6,27,266,1965,2,4,1,3.9318256327243257
10895,7051,1,0,2.9,76.0,56,78,266,1922,2,4,1,3.9318256327243257
1768,4112,1,0,4.3,451.5,22,27,4793,249,2,4,2,0.0
7254,1573,1,0,3.7,73.0,56,17,266,1823,2,4,2,3.5263605246161616
10939,1612,1,0,4.0,55.0,22,78,3895,1526,2,4,2,4.02535169073515
2572,2666,1,0,3.7,73.0,76,92,4751,1922,2,4,2,3.7612001156935624
3481,5552,0,0,3.3,6.0,22,92,266,1823,2,4,1,3.7612001156935624
2250,8752,1,0,4.0,250.0,6,78,4124,1823,2,4,2,3.6109179126442243
9814,6334,1,0,3.7,24.0,6,17,266,371,2,4,2,3.6109179126442243
9948,5718,1,0,3.7,16.0,56,78,266,907,2,4,2,3.7612001156935624
7853,429,1,0,3.2,204.0,76,27,2709,1872,2,4,1,4.02535169073515
7302,8703,1,0,3.6,55.0,76,39,266,2463,2,4,2,4.110873864173311
1784,5122,1,0,2.9,361.0,22,27,753,1900,2,4,1,3.9512437185814275
10676,6098,1,0,3.3,30.0,6,78,266,356,2,4,1,3.6109179126442243
8664,7389,1,0,3.3,18.0,80,39,266,403,2,4,1,3.9318256327243257
5128,1134,1,0,3.8,38.0,56,40,266,1219,2,4,2,2.995732273553991
4043,6651,1,0,3.2,6.0,76,78,266,936,2,4,1,3.7612001156935624
11183,4497,1,0,3.7,73.0,76,78,266,1256,2,4,2,3.7612001156935624
5806,7267,1,1,3.9,451.5,56,27,4940,1950,2,4,2,4.174387269895637
1938,6818,1,0,4.1,268.0,6,27,4725,828,2,4,2,4.204692619390966
8044,868,1,0,3.4,17.0,6,78,266,1898,2,4,1,3.9318256327243257
3185,5592,1,0,4.0,200.0,22,39,1370,2314,2,4,2,4.174387269895637
2245,5701,1,0,3.2,4.0,6,78,266,1823,2,4,1,3.7612001156935624
6861,7317,1,0,3.9,228.0,22,40,4733,1219,2,4,2,4.02535169073515
1721,1472,1,0,3.4,6.0,6,41,266,1196,2,4,1,3.7612001156935624
10182,7131,1,0,3.5,5.0,6,14,266,1590,2,4,1,3.5263605246161616
191,5563,1,0,3.3,9.0,76,40,266,1194,2,4,1,3.7612001156935624
6452,3960,1,1,4.4,451.5,76,27,3192,1674,2,4,2,2.0794415416798357
7302,2699,1,0,3.5,43.0,76,39,266,1009,2,4,1,4.02535169073515
2371,2175,1,0,4.0,74.0,6,23,5183,705,2,4,2,4.110873864173311
7129,521,1,0,3.1,35.0,6,27,266,1898,2,4,1,3.9318256327243257
3369,8757,1,0,2.6,155.0,76,27,3086,2157,2,4,1,4.110873864173311
9247,2036,1,0,4.0,44.0,76,78,2676,2291,2,4,2,3.7612001156935624
6163,2577,1,0,3.4,9.0,6,78,266,1279,2,4,1,3.5263605246161616
5855,4761,1,0,3.2,258.0,6,78,564,556,2,4,1,4.02535169073515
7194,183,1,0,3.8,133.0,6,78,4249,1256,2,4,2,3.5263605246161616
4480,642,1,0,2.8,95.0,6,27,1956,2160,2,4,1,4.02535169073515
8800,2731,1,0,3.2,31.0,6,78,266,2391,2,4,1,3.8066624897703196
4341,6203,1,0,3.7,48.0,6,78,3594,1823,2,4,2,3.9318256327243257
6712,7001,1,0,3.2,97.0,76,78,5056,2524,2,4,1,3.6109179126442243
10536,6920,1,0,3.7,44.0,6,40,978,1200,2,4,2,4.23410650459726
4460,1395,1,1,4.0,341.0,6,19,566,629,2,4,2,0.0
7232,2894,1,0,3.3,84.0,6,78,2856,2628,2,4,1,3.5263605246161616
8947,3964,1,0,3.7,16.0,76,0,266,271,2,4,2,3.9318256327243257
4370,4990,1,0,3.6,109.0,76,27,943,1808,2,4,2,4.1588830833596715
8753,1573,1,0,3.7,73.0,6,17,266,2683,2,4,2,3.6109179126442243
3193,4368,1,0,4.0,162.0,22,78,3819,126,2,4,2,4.02535169073515
7722,2709,1,1,4.4,451.5,56,76,1526,1945,2,4,2,1.3862943611198906
10996,7463,1,0,3.9,34.0,76,39,266,271,2,4,2,4.02535169073515
4355,4373,1,0,4.4,451.5,62,39,1800,1196,2,4,2,4.110873864173311
10389,2148,1,0,4.1,39.0,56,78,2553,2656,2,4,2,3.5263605246161616
10388,2421,0,0,4.0,213.0,6,27,4338,907,2,4,2,3.9318256327243257
10247,6710,1,0,3.7,62.0,76,78,266,1823,2,4,2,3.7612001156935624
1948,708,1,1,4.2,451.5,22,28,5266,1158,2,4,2,1.0986122886681096
4239,3540,1,0,3.8,42.0,22,78,266,1595,2,4,2,3.5263605246161616
7557,8386,1,0,3.7,73.0,56,39,266,403,2,4,2,3.6109179126442243
5697,5010,1,0,2.9,89.0,6,78,940,1382,2,4,1,3.8066624897703196
8751,1807,1,0,2.9,29.0,56,39,266,899,2,4,1,4.02535169073515
8044,2546,1,0,3.7,182.0,6,78,3433,2267,2,4,2,3.9318256327243257
3483,7728,1,0,4.1,129.0,22,40,245,1200,2,4,2,3.8066624897703196
11272,6472,0,0,4.0,246.0,6,27,2558,1823,2,4,2,1.3862943611198906
1925,2780,1,0,3.7,34.0,6,39,2294,1898,2,4,2,3.9512437185814275
6099,97,1,0,3.7,73.0,6,27,266,251,2,4,2,4.1588830833596715
5516,5570,1,0,3.7,73.0,76,40,266,1491,2,4,2,2.995732273553991
3345,5824,1,0,3.2,44.0,76,78,3681,2334,2,4,1,4.110873864173311
4970,5051,1,0,3.8,376.0,6,39,2579,1823,2,4,2,4.110873864173311
6252,4562,1,0,3.6,27.0,6,78,266,2463,2,4,2,3.7612001156935624
1502,6099,1,0,3.1,25.0,76,78,266,2674,2,4,1,2.995732273553991
3943,6686,1,1,3.9,392.0,6,8,1092,483,2,4,2,2.302585092994046
9932,1040,1,0,3.5,11.0,6,27,266,61,2,4,1,4.110873864173311
8685,3976,1,0,3.1,40.0,76,78,266,2463,2,4,1,3.8066624897703196
7044,1540,1,0,4.1,33.0,76,19,266,785,2,4,2,3.5263605246161616
3102,8040,1,0,2.9,32.0,6,27,266,2155,2,4,1,4.04305126783455
3541,1019,1,0,3.7,73.0,76,78,266,488,2,4,2,3.5263605246161616
2402,4726,1,1,4.2,340.0,56,27,2523,252,2,4,2,2.5649493574615367
10896,7050,1,0,3.0,9.0,56,78,266,1898,2,4,1,3.9512437185814275
8421,1320,1,0,2.9,27.0,76,19,266,708,2,4,1,4.23410650459726
8556,2679,1,0,3.1,8.0,76,78,266,2280,2,4,1,4.02535169073515
4683,7994,1,0,3.6,18.0,6,78,266,2292,2,4,2,3.9318256327243257
9385,2137,1,0,3.8,54.0,56,78,1875,2159,2,4,2,3.9318256327243257
10404,1628,1,0,3.6,26.0,56,78,3497,1898,2,4,2,3.6109179126442243
7136,171,1,0,3.2,127.0,6,78,1876,1823,2,4,1,3.9318256327243257
7152,1655,1,0,3.6,136.0,6,6,3607,292,2,4,2,4.110873864173311
6159,4801,1,0,3.6,11.0,6,41,266,1196,2,4,2,3.7612001156935624
10809,2109,1,0,3.7,31.0,56,27,266,2555,2,4,2,4.1588830833596715
1301,7568,1,1,4.1,322.0,76,33,1541,3,2,4,2,1.3862943611198906
1687,6674,1,0,4.1,248.0,76,27,3225,997,2,4,2,4.204692619390966
3270,8219,1,1,4.4,451.5,6,10,1993,1944,2,4,2,2.0794415416798357
8664,3481,1,0,3.0,137.0,80,91,1286,2103,2,4,1,4.127134385045092
10048,5620,1,0,4.3,324.0,22,40,2315,1498,2,4,2,3.091042453358316
824,2351,1,0,4.0,119.0,22,17,4517,356,2,4,2,3.9318256327243257
10326,4207,1,0,3.8,451.5,56,27,3034,67,2,4,2,4.127134385045092
4464,2189,1,0,3.7,19.0,76,78,266,1823,2,4,2,3.6109179126442243
7321,5853,1,0,4.0,57.0,6,40,959,1498,2,4,2,3.7612001156935624
6694,3866,1,0,2.9,243.0,76,78,1131,2004,2,4,1,3.7612001156935624
8544,1694,1,0,3.7,48.0,6,59,739,2358,2,4,2,3.9318256327243257
7557,5554,1,0,3.7,19.0,56,27,266,987,2,4,2,4.110873864173311
2855,3193,1,1,4.2,451.5,76,71,4622,1110,2,4,2,2.0794415416798357
764,3188,1,0,3.5,11.0,22,78,266,1823,2,4,1,3.7612001156935624
8978,6077,1,0,3.7,73.0,76,88,266,1747,2,4,2,2.995732273553991
8666,2843,1,0,3.7,50.0,6,27,266,1823,2,4,2,4.02535169073515
7723,7405,1,0,3.7,73.0,56,39,266,68,2,4,2,3.7612001156935624
2556,3536,1,0,3.7,39.0,76,78,476,1508,2,4,2,3.5263605246161616
10533,5469,1,0,3.8,72.0,6,59,443,1498,2,4,2,3.7612001156935624
10502,1897,1,0,2.9,182.0,6,27,2073,1828,2,4,1,4.204692619390966
7302,3519,1,0,3.6,22.0,76,0,266,1196,2,4,2,3.9318256327243257
5867,1003,1,0,3.9,222.0,76,27,1050,488,2,4,2,4.204692619390966
8405,190,1,0,3.8,116.0,56,92,2865,1679,2,4,2,2.995732273553991
8547,7931,1,0,4.2,451.5,6,33,191,1237,2,4,2,2.5649493574615367
55,3005,1,0,3.0,289.0,6,27,3710,2334,2,4,1,4.02535169073515
10089,570,1,0,3.7,73.0,6,40,266,1498,2,4,2,3.7612001156935624
8923,4595,1,0,3.9,337.0,22,78,2673,1898,2,4,2,4.02535169073515
5723,6313,1,1,4.1,451.5,6,27,2014,2176,2,4,2,0.0
9309,4335,1,0,3.5,9.0,76,14,266,382,2,4,1,3.5263605246161616
7634,841,1,0,3.3,56.0,6,78,266,1898,2,4,1,4.110873864173311
11344,8276,1,0,3.7,73.0,6,78,266,1823,2,4,2,3.5263605246161616
9100,1024,1,0,3.7,73.0,56,39,266,403,2,4,2,4.02535169073515
10144,8616,1,0,3.7,73.0,6,27,266,93,2,4,2,4.02535169073515
10773,2733,0,0,3.7,73.0,6,39,266,2225,2,4,2,3.5263605246161616
9651,4969,1,0,3.7,73.0,56,53,266,1582,2,4,2,2.772588722239781
10918,1511,1,0,3.8,81.0,76,0,3628,271,2,4,2,3.7612001156935624
6033,4834,1,0,4.0,136.0,76,19,5186,579,2,4,2,4.02535169073515
10793,1437,1,0,3.6,27.0,76,0,266,260,2,4,2,3.9318256327243257
288,6071,1,0,3.4,20.0,56,92,266,944,2,4,1,3.6109179126442243
7913,4866,1,0,3.1,9.0,56,27,266,1479,2,4,1,4.127134385045092
7603,3365,1,0,3.6,13.0,56,27,266,97,2,4,2,4.1588830833596715
9349,726,1,0,3.5,8.0,56,0,266,271,2,4,1,3.5263605246161616
8578,5603,1,0,3.8,37.0,6,39,266,237,2,4,2,3.9318256327243257
4386,7543,1,0,3.7,73.0,22,27,266,1937,2,4,2,4.174387269895637
6804,1209,1,1,4.0,387.0,22,22,3694,689,2,4,2,1.791759469228055
2548,3722,1,0,3.7,73.0,76,27,266,2555,2,4,2,3.9318256327243257
7188,8669,1,1,4.0,451.5,76,73,2685,1064,2,4,2,1.791759469228055
2800,3701,1,0,3.7,132.0,56,27,1096,1823,2,4,2,4.174387269895637
9166,7474,1,0,3.2,4.0,22,92,266,1129,2,4,1,3.9318256327243257
9210,8360,1,0,3.4,13.0,6,78,266,121,2,4,1,2.995732273553991
2548,3078,1,0,3.7,73.0,76,78,266,435,2,4,2,3.7612001156935624
1484,1134,1,0,3.7,73.0,76,40,266,1491,2,4,2,3.5263605246161616
1797,3123,0,0,3.8,368.0,6,27,4593,2195,2,4,2,4.110873864173311
4939,1916,1,0,3.8,30.0,6,78,266,1934,2,4,2,3.7612001156935624
8104,3034,1,0,3.1,13.0,6,78,266,1922,2,4,1,4.02535169073515
3329,5439,1,0,3.7,73.0,22,78,266,1898,2,4,2,4.02535169073515
5792,2659,1,0,3.3,12.0,6,78,266,2207,2,4,1,3.7612001156935624
7583,2574,1,0,3.7,73.0,6,92,266,1151,2,4,2,4.02535169073515
665,1496,1,0,3.7,73.0,56,27,266,2199,2,4,2,4.204692619390966
2280,3387,1,0,3.6,13.0,22,78,266,2463,2,4,2,3.6109179126442243
7047,6294,1,0,3.5,16.0,76,27,266,2220,2,4,1,4.110873864173311
9037,827,1,0,3.7,48.0,6,40,266,1498,2,4,2,3.6109179126442243
3690,606,1,0,3.6,31.0,6,28,266,2208,2,4,2,4.02535169073515
200,4775,1,0,2.8,39.0,76,78,266,1279,2,4,1,4.02535169073515
2548,2416,1,0,3.0,8.0,76,78,266,435,2,4,1,3.9318256327243257
6509,487,1,0,3.7,29.0,76,78,266,556,2,4,2,3.9512437185814275
7268,530,0,0,4.1,83.0,6,40,410,1498,2,4,2,3.5263605246161616
1426,8767,1,0,3.7,73.0,22,78,266,2379,2,4,2,3.7612001156935624
9410,5023,1,0,3.0,47.0,56,78,266,1898,2,4,1,3.9318256327243257
7553,6086,1,0,2.8,20.0,76,87,266,2650,2,4,1,3.6109179126442243
10171,7805,1,0,3.7,73.0,6,41,266,1197,2,4,2,4.110873864173311
2891,1436,1,0,3.6,24.0,76,0,266,271,2,4,2,4.02535169073515
9514,4334,1,0,3.7,35.0,76,16,266,367,2,4,2,3.5263605246161616
10537,3910,1,0,2.6,42.0,6,27,266,1823,2,4,1,3.9318256327243257
8638,6910,1,0,3.3,4.0,6,27,266,1069,2,4,1,4.23410650459726
7119,582,1,0,3.8,174.0,22,78,1106,2332,2,4,2,3.9318256327243257
3651,6971,1,0,4.3,269.0,76,0,2169,276,2,4,2,4.174387269895637
6221,5036,1,1,3.7,73.0,1,27,266,1031,2,4,2,4.02535169073515
10863,3888,1,0,3.8,46.0,76,27,4619,2455,2,4,2,4.110873864173311
8432,1042,1,0,3.5,9.0,76,78,266,1865,2,4,1,3.7612001156935624
9265,7253,1,0,3.7,73.0,76,10,266,2244,2,4,2,4.1588830833596715
7337,1463,0,0,3.7,20.0,6,0,266,271,2,4,2,4.02535169073515
8246,6158,1,0,3.8,91.0,56,27,2148,2010,2,4,2,4.174387269895637
4891,6615,1,0,3.8,60.0,22,78,3443,167,2,4,2,3.9318256327243257
6535,4058,1,0,3.2,135.0,76,78,4216,450,2,4,1,3.9318256327243257
4274,5699,1,0,2.8,32.0,6,78,3518,2207,2,4,1,3.5263605246161616
4460,596,1,0,3.1,9.0,6,27,266,2691,2,4,1,4.04305126783455
3985,6092,1,0,3.8,24.0,56,78,266,907,2,4,2,3.5263605246161616
7040,6838,1,0,3.7,31.0,76,27,266,907,2,4,2,4.110873864173311
8760,4017,1,0,3.3,11.0,76,78,266,1898,2,4,1,3.7612001156935624
3483,1364,1,0,3.6,451.5,22,22,1707,757,2,4,2,4.1588830833596715
9112,8774,1,0,4.3,451.5,76,19,5217,744,2,4,2,4.110873864173311
4933,2607,1,0,3.1,15.0,76,0,266,271,2,4,1,4.02535169073515
2436,7131,1,0,3.7,73.0,6,78,266,1335,2,4,2,3.5263605246161616
4436,8135,1,0,4.0,451.5,22,27,3604,194,2,4,2,4.204692619390966
7637,3612,1,0,3.6,14.0,6,78,266,1040,2,4,2,3.6109179126442243
2559,2655,0,0,3.0,88.0,6,78,3733,501,2,4,1,4.02535169073515
5586,7236,1,0,3.6,30.0,6,78,266,836,2,4,2,3.6109179126442243
8452,2586,1,1,3.7,37.0,6,27,4415,942,2,4,2,2.302585092994046
4352,5458,1,0,3.0,106.0,6,27,363,1898,2,4,1,4.02535169073515
7741,5808,1,0,3.3,7.0,6,78,266,1466,2,4,1,4.110873864173311
10532,4841,1,0,3.7,25.0,6,53,266,1491,2,4,2,3.7612001156935624
10539,2903,0,0,3.7,73.0,6,39,266,1196,2,4,2,3.5263605246161616
444,4036,0,0,3.7,73.0,6,92,266,2463,2,4,2,3.9318256327243257
8001,6168,1,0,3.4,6.0,6,78,266,72,2,4,1,4.02535169073515
10751,7515,1,0,3.6,20.0,76,92,266,1823,2,4,2,3.5263605246161616
9869,6117,1,0,3.5,43.0,76,39,266,1987,2,4,1,3.9512437185814275
10538,1261,0,0,2.7,39.0,6,53,4170,1745,2,4,1,3.784189633918261
3973,2233,1,0,3.2,61.0,76,78,3571,2077,2,4,1,3.6109179126442243
4268,3788,1,0,2.9,65.0,76,0,266,271,2,4,1,3.9318256327243257
9061,7177,1,0,3.7,73.0,6,27,266,1922,2,4,2,4.110873864173311
2567,2837,1,0,3.1,117.0,76,27,3563,1898,2,4,1,4.04305126783455
1963,1328,0,0,3.7,128.0,6,6,3718,289,2,4,2,4.110873864173311
8282,1014,0,0,3.7,73.0,6,78,266,57,2,4,2,3.9318256327243257
9401,4322,0,0,3.2,9.0,6,14,266,352,2,4,1,3.7612001156935624
3556,2220,1,0,3.7,35.0,22,80,266,356,2,4,2,3.7612001156935624
9409,8162,1,0,3.4,26.0,56,78,266,2287,2,4,1,3.8066624897703196
3188,4870,1,0,3.9,451.5,22,28,1602,1728,2,4,2,2.0794415416798357
7301,3079,1,0,3.7,73.0,76,39,266,2041,2,4,2,3.7612001156935624
1930,2412,1,0,4.3,149.0,76,19,3995,754,2,4,2,4.204692619390966
10765,6801,0,0,3.7,73.0,6,78,266,2555,2,4,2,3.7612001156935624
3999,7472,1,0,3.2,4.0,76,78,266,1382,2,4,1,2.995732273553991
8760,1843,1,0,3.7,73.0,76,78,266,1898,2,4,2,3.6109179126442243
657,7209,0,0,3.6,336.0,6,27,1024,1872,2,4,2,4.110873864173311
10739,5367,1,0,3.1,16.0,89,78,266,1823,2,4,1,3.7612001156935624
1903,1513,0,0,3.7,23.0,6,46,266,288,2,4,2,3.5263605246161616
8752,2834,1,0,3.7,73.0,56,53,266,1266,2,4,2,3.7612001156935624
644,6445,0,0,3.2,6.0,6,65,266,2555,2,4,1,3.7612001156935624
8979,3775,1,0,3.7,73.0,76,80,266,573,2,4,2,2.995732273553991
56,2167,0,0,3.7,73.0,6,92,266,56,2,4,2,4.174387269895637
5123,6478,0,0,3.7,32.0,6,78,266,2628,2,4,2,2.772588722239781
2067,911,0,0,2.3,131.0,6,27,2842,115,2,4,1,4.204692619390966
10703,4046,1,0,3.3,9.0,76,39,266,2682,2,4,1,3.5263605246161616
9019,8351,1,0,3.7,66.0,6,27,3335,1872,2,4,2,4.04305126783455
6224,5230,1,0,3.6,11.0,6,78,266,1904,2,4,2,3.5263605246161616
9934,2393,1,0,3.4,7.0,6,78,266,1621,2,4,1,2.995732273553991
5927,2325,1,0,3.8,106.0,76,91,3826,2463,2,4,2,3.5263605246161616
4039,412,0,0,2.8,43.0,6,78,1031,483,2,4,1,4.02535169073515
2555,1667,0,0,3.5,95.0,6,27,3653,885,2,4,1,4.1588830833596715
8799,498,0,0,3.5,28.0,6,27,266,73,2,4,1,4.1588830833596715
415,4406,1,0,3.7,94.0,56,19,1231,611,2,4,2,4.1588830833596715
7187,3370,1,0,3.6,10.0,76,78,266,1898,2,4,2,3.7612001156935624
6452,5756,1,0,3.9,20.0,76,40,266,1194,2,4,2,3.7612001156935624
10501,7648,1,0,2.9,19.0,6,19,266,695,2,4,1,4.02535169073515
8638,4863,1,0,3.7,73.0,6,78,266,2520,2,4,2,3.7612001156935624
4806,6139,1,0,3.6,76.0,6,92,1044,119,2,4,2,3.7612001156935624
9452,8022,1,0,3.3,35.0,41,39,266,1823,2,4,1,3.9318256327243257
7724,2225,1,0,3.7,73.0,56,78,266,68,2,4,2,3.9318256327243257
9380,285,1,0,3.5,14.0,56,78,266,973,2,4,1,3.5263605246161616
423,7555,0,0,3.6,27.0,6,92,266,2207,2,4,2,3.7612001156935624
1978,4009,1,0,3.8,138.0,22,40,2879,1219,2,4,2,4.02535169073515
2482,648,1,0,3.7,451.5,41,39,785,2225,2,4,2,4.02535169073515
7342,3483,0,0,3.3,12.0,6,27,266,975,2,4,1,4.1588830833596715
6343,5727,0,0,3.7,73.0,6,78,266,1540,2,4,2,3.9318256327243257
2246,5187,0,0,3.7,73.0,6,78,266,420,2,4,2,3.9318256327243257
8755,7883,0,0,3.7,73.0,6,41,266,1196,2,4,2,3.9318256327243257
8781,4459,1,0,3.0,21.0,56,78,266,1823,2,4,1,3.8066624897703196
8422,4456,1,0,3.5,356.0,6,39,1934,1898,2,4,1,4.02535169073515
3464,324,0,0,3.7,73.0,6,78,266,1922,2,4,2,4.02535169073515
8833,1486,0,0,3.7,23.0,6,57,266,1741,2,4,2,3.9318256327243257
10924,549,1,0,3.7,31.0,76,0,266,271,2,4,2,3.9318256327243257
2318,5931,0,0,3.7,73.0,6,78,266,1898,2,4,2,4.02535169073515
11169,4764,0,0,3.7,73.0,6,92,266,271,2,4,2,4.02535169073515
1289,7595,0,0,3.7,73.0,6,39,266,812,2,4,2,3.9318256327243257
1287,5419,0,0,3.7,73.0,6,92,266,816,2,4,2,3.9318256327243257
9883,2433,0,0,3.7,73.0,6,92,266,330,2,4,2,3.8066624897703196
8834,7664,0,0,3.0,6.0,6,53,266,2474,2,4,1,3.7612001156935624
7269,2912,0,0,3.4,7.0,6,78,266,2463,2,4,1,3.5263605246161616
8944,4716,0,0,2.1,337.0,6,27,2541,1823,2,4,1,3.9512437185814275
8444,4350,0,0,2.7,52.0,6,92,266,2154,2,4,1,4.110873864173311
10028,6013,0,0,3.7,73.0,6,39,266,1865,2,4,2,4.02535169073515
8764,2835,0,0,3.7,73.0,6,39,266,1823,2,4,2,3.9318256327243257
6338,1248,0,0,3.7,73.0,6,57,266,1256,2,4,2,3.7612001156935624
8187,5810,0,0,3.7,73.0,6,39,266,403,2,4,2,3.9318256327243257
3015,2397,0,0,3.7,73.0,6,39,266,1937,2,4,2,4.110873864173311
8043,7659,0,0,3.7,73.0,6,92,266,907,2,4,2,4.1588830833596715
8719,7878,0,0,3.7,73.0,6,6,266,271,2,4,2,3.9318256327243257
8419,3391,0,0,3.7,73.0,6,78,266,2474,2,4,2,3.5263605246161616
